movieId,director,actors
87413,Albert Dupontel,Claude Perron;Roland Blanche;Albert Dupontel;Roland Bertin;Hélène Vincent
87430,Martin Campbell,Ryan Reynolds;Blake Lively;Peter Sarsgaard;Mark Strong;Tim Robbins
87444,Sebastian Gutierrez,Carla Gugino;Joseph Gordon-Levitt;Timothy Olyphant;Adrianne Palicki;Emmanuelle Chriqui
87483,Mark Waters,Jim Carrey;Carla Gugino;Angela Lansbury;Ophelia Lovibond;Madeline Carroll
87485,Jake Kasdan,Cameron Diaz;Jason Segel;Justin Timberlake;Lucy Punch;John Michael Higgins
87520,Michael Bay,Shia LaBeouf;Rosie Huntington-Whiteley;Peter Cullen;Leonard Nimoy;John Turturro
87522,Tom Hanks,Tom Hanks;Julia Roberts;Bryan Cranston;Cedric the Entertainer;Pam Grier
87529,David Gordon Green,Danny McBride;James Franco;Natalie Portman;Zooey Deschanel;Justin Theroux
87660,Curtis Hanson,William Hurt;Paul Giamatti;James Woods;Billy Crudup;Topher Grace
87785,John Luessenhop,Chris Brown;Hayden Christensen;Matt Dillon;Michael Ealy;Idris Elba
87834,Toe Yuen,Lee Chun-Wai;Jan Lam Hoi-Fung;Sandra Ng Kwan-Yue;Anthony Wong;Dejay Choi
87867,Frank Coraci,Kevin James;Rosario Dawson;Leslie Bibb;Joe Rogan;Nat Faxon
87869,Seth Gordon,Jason Bateman;Charlie Day;Jason Sudeikis;Kevin Spacey;Jennifer Aniston
87876,John Lasseter,Larry the Cable Guy;Owen Wilson;Michael Caine;Emily Mortimer;Eddie Izzard
87960,Vanessa Gould,Dr. Erik D. Demaine;Martin L. Demaine;Vincent Floderer;Miri Golan;Vanessa Gould
88069,Abhinay Deo,Imran Khan;Kunaal Roy Kapur;Vir Das;Shenaz Treasury;Poorna Jagannathan
88094,Danny O'Connor,Alan McGee;Bobby Gillespie;Noel Gallagher
88108,Thomas Bezucha,Selena Gomez;Katie Cassidy;Leighton Meester;Cory Monteith;Andie MacDowell
88125,David Yates,Daniel Radcliffe;Emma Watson;Rupert Grint;Ralph Fiennes;Alan Rickman
88129,Nicolas Winding Refn,Ryan Gosling;Carey Mulligan;Bryan Cranston;Albert Brooks;Oscar Isaac
88140,Joe Johnston,Chris Evans;Hayley Atwell;Sebastian Stan;Tommy Lee Jones;Hugo Weaving
88163,Glenn Ficarra,Steve Carell;Ryan Gosling;Julianne Moore;Emma Stone;Lio Tipton
88179,Lone Scherfig,Anne Hathaway;Jim Sturgess;Tom Mison;Jodie Whittaker;Rafe Spall
88235,John Michael McDonagh,Brendan Gleeson;Don Cheadle;Liam Cunningham;Mark Strong;Katarina Čas
88267,Stephen J. Anderson,Jim Cummings;Bud Luckey;Craig Ferguson;Travis Oates;Tom Kenny
88272,Don Roos,Natalie Portman;Scott Cohen;Charlie Tahan;Lauren Ambrose;Lisa Kudrow
88327,Chang Cheh,David Chiang Da-Wei;Ti Lung;Li Ching;Ku Feng;Chan Sing
88345,Pete Docter,Billy Crystal;John Goodman
88356,Troy Quane,Jack Angel;Fred Armisen;Hank Azaria;Gary Basaraba;George Lopez
88405,Will Gluck,Justin Timberlake;Mila Kunis;Jenna Elfman;Patricia Clarkson;Woody Harrelson
88448,Emilio Aragón,Imanol Arias;Lluís Homar;Roger Príncep;Carmen Machi;Fernando Cayo
88515,Elliott Lester,Jason Statham;Paddy Considine;Aidan Gillen;Zawe Ashton;Luke Evans
88672,Jesse Peretz,Paul Rudd;Elizabeth Banks;Zooey Deschanel;Emily Mortimer;Steve Coogan
88699,Roel Reiné,Luke Goss;Lauren Cohan;Sean Bean;Danny Trejo;Ving Rhames
88744,Rupert Wyatt,Andy Serkis;James Franco;Freida Pinto;John Lithgow;Brian Cox
88746,Azazel Jacobs,Jacob Wysocki;John C. Reilly;Creed Bratton;Olivia Crocicchia;Bridger Zadina
88785,David Dobkin,Jason Bateman;Ryan Reynolds;Leslie Mann;Olivia Wilde;Alan Arkin
88810,Tate Taylor,Emma Stone;Viola Davis;Bryce Dallas Howard;Octavia Spencer;Jessica Chastain
88812,Ruben Fleischer,Jesse Eisenberg;Aziz Ansari;Danny McBride;Nick Swardson;Dilshad Vadsaria
88911,Jean Becker,Gérard Depardieu;Maurane;Gisèle Casadesus;Jean-François Stévenin;Patrick Bouchitey
88932,Steven Quale,Nicholas D'Agosto;Emma Bell;Miles Fisher;Courtney B. Vance;David Koechner
88954,Todd Strauss-Schulson,John Cho;Kal Penn;Paula Garcés;Neil Patrick Harris;Elias Koteas
89028,Troy Nixey,Katie Holmes;Guy Pearce;Bailee Madison;Jack Thompson;Alan Dale
89030,Craig Gillespie,Anton Yelchin;Colin Farrell;Toni Collette;David Tennant;Imogen Poots
89039,Mike Cahill,Brit Marling;William Mapother;Matthew-Lee Erlbach;Meggan Lennon;AJ Diana
89047,Spencer Susser,Joseph Gordon-Levitt;Natalie Portman;Devin Brochu;Rainn Wilson;Piper Laurie
89072,Jim Mickle,Connor Paolo;Nick Damici;Danielle Harris;Kelly McGillis;Gregory Jones
89085,John Madden,Helen Mirren;Tom Wilkinson;Sam Worthington;Ciarán Hinds;Jessica Chastain
89087,Olivier Megaton,Zoe Saldaña;Cliff Curtis;Callum Blue;Michael Vartan;Lennie James
89090,Richard Press,Bill Cunningham;Tom Wolfe;Anna Wintour;Carmen Dell'Orefice;Iris Apfel
89118,Pedro Almodóvar,Antonio Banderas;Elena Anaya;Marisa Paredes;Jan Cornet;Roberto Álamo
89190,Marcus Nispel,Jason Momoa;Stephen Lang;Rachel Nichols;Ron Perlman;Rose McGowan
89208,Gilles Paquet-Brenner,Mischa Barton;Cameron Bright;Deborah Kara Unger;Noam Jenkins;Eugene Clark
89281,James Nguyen,Alan Bagh;Whitney Moore;Janae Caster;Colton Osborne;Adam Sessa
89305,Ben Palmer,Simon Bird;James Buckley;Blake Harrison;Joe Thomas;Emily Head
89343,Kevin Smith,Michael Parks;John Goodman;Melissa Leo;Michael Angarano;Kyle Gallner
89386,Cameron Crowe,Eddie Vedder;Stone Gossard;Jeff Ament;Mike McCready;Matt Cameron
89388,Douglas McGrath,Sarah Jessica Parker;Pierce Brosnan;Greg Kinnear;Christina Hendricks;Kelsey Grammer
89427,David R. Ellis,Sara Paxton;Dustin Milligan;Chris Carmack;Katharine McPhee;Joel David Moore
89470,John Lechago,Vinnie Bilancio;Victoria De Mare;Gia Paloma;Ronnie Lewis;Kelli Kaye
89492,Bennett Miller,Brad Pitt;Jonah Hill;Philip Seymour Hoffman;Robin Wright;Chris Pratt
89580,Peter Mullan,Conor McCarron;Mhairi Anderson;Martin Bell;Joe Cassidy;Linda Cuthbert
89582,Sion Sono,Mitsuru Fukikoshi;Denden;Asuka Kurosawa;Megumi Kagurazaka;Hikari Kajiwara
89586,Robert Hughes,Vincent Martella;Thomas Brodie-Sangster;Dee Bradley Baker;Ashley Tisdale;Dan Povenmire
89678,Jon Jones,Felicity Jones;Carey Mulligan;JJ Feild;Geraldine James;Sylvestra Le Touzel
89745,Joss Whedon,Robert Downey Jr.;Chris Evans;Mark Ruffalo;Chris Hemsworth;Scarlett Johansson
89753,Tomas Alfredson,Gary Oldman;Colin Firth;Tom Hardy;John Hurt;Toby Jones
89759,Asghar Farhadi,Leila Hatami;Payman Maadi;Sareh Bayat;Sarina Farhadi;Shahab Hosseini
89761,David Cronenberg,Keira Knightley;Viggo Mortensen;Michael Fassbender;Sarah Gadon;Vincent Cassel
89774,Gavin O'Connor,Joel Edgerton;Tom Hardy;Nick Nolte;Jennifer Morrison;Frank Grillo
89804,George Clooney,Ryan Gosling;George Clooney;Philip Seymour Hoffman;Paul Giamatti;Evan Rachel Wood
89837,Ben Wheatley,Neil Maskell;MyAnna Buring;Harry Simpson;Michael Smiley;Struan Rodger
89840,Gary McKendry,Jason Statham;Clive Owen;Robert De Niro;Dominic Purcell;Aden Young
89862,Evan Glodell,Evan Glodell;Jessie Wiseman;Tyler Dawson;Rebekah Brandes;Vincent Grashaw
89864,Jonathan Levine,Joseph Gordon-Levitt;Seth Rogen;Anna Kendrick;Bryce Dallas Howard;Philip Baker Hall
89898,Viktor Ginzburg,Mikhail Efremov;Andrey Fomin;Sergey Shnurov;Andrei Panin;Leonid Parfyonov
89904,Michel Hazanavicius,Jean Dujardin;Bérénice Bejo;John Goodman;James Cromwell;Penelope Ann Miller
89939,Jacqueline Audry,Danièle Delorme;Gaby Morlay;Jean Tissier;Yvonne de Bray;Frank Villard
89945,Ruairi Robinson,Max Records;Jenni Fontana;James Nardini;Caroline Rich;Corbin Timbrook
90057,Jeff Nichols,Michael Shannon;Jessica Chastain;Shea Whigham;Tova Stewart;Katy Mixon
90243,Hideo Gosha,Tetsuro Tamba;Isamu Nagato;Mikijiro Hira;Miyuki Kuwano;Yoshiko Kayama
90249,Shawn Levy,Hugh Jackman;Dakota Goyo;Evangeline Lilly;Kevin Durand;Anthony Mackie
90343,Craig Brewer,Dennis Quaid;Kenny Wormald;Julianne Hough;Andie MacDowell;Miles Teller
90345,Paolo Virzì,Valerio Mastandrea;Micaela Ramazzotti;Stefania Sandrelli;Claudia Pandolfi;Marco Messeri
90353,Shawn Ku,Maria Bello;Michael Sheen;Alan Tudyk;Moon Bloodgood;Kyle Gallner
90357,Paddy Considine,Peter Mullan;Olivia Colman;Eddie Marsan;Ned Dennehy;Samuel Bottomley
90374,Sean Durkin,Elizabeth Olsen;Sarah Paulson;Hugh Dancy;John Hawkes;Brady Corbet
90376,Lynne Ramsay,Tilda Swinton;John C. Reilly;Ezra Miller;Jasper Newell;Rock Duer
90384,James Dodson,Matt Bushell;Denis Arndt;Ben Cross;Keith David;Bruce McGill
90403,Richard Lester,Michael York;Oliver Reed;Richard Chamberlain;Frank Finlay;Faye Dunaway
90405,Andrew Niccol,Justin Timberlake;Amanda Seyfried;Cillian Murphy;Olivia Wilde;Alex Pettyfer
90428,Kenneth Lonergan,Anna Paquin;J. Smith-Cameron;Mark Ruffalo;Jeannie Berlin;Jean Reno
90430,Roman Polanski,Jodie Foster;Kate Winslet;Christoph Waltz;John C. Reilly;Elvis Polanski
90439,J.C. Chandor,Kevin Spacey;Zachary Quinto;Paul Bettany;Jeremy Irons;Simon Baker
90469,Ariel Schulman,Katie Featherston;Sprague Grayden;Lauren Bittner;Christopher Nicholas Smith;Chloe Csengery
90471,Adam Kassen,Chris Evans;Mark Kassen;Michael Biehn;Vinessa Shaw;Kate Burton
90522,Oliver Parker,Rowan Atkinson;Gillian Anderson;Dominic West;Rosamund Pike;Daniel Kaluuya
90524,John Singleton,Taylor Lautner;Lily Collins;Alfred Molina;Sigourney Weaver;Jason Isaacs
90528,Paolo Sorrentino,Sean Penn;Olwen Fouéré;Eve Hewson;Johnny Ward;Sam Keeley
90531,Steve McQueen,Michael Fassbender;Carey Mulligan;James Badge Dale;Nicole Beharie;Lucy Walters
90576,Mark Mylod,Anna Faris;Chris Evans;Ari Graynor;Blythe Danner;Ed Begley Jr.
90600,Morten Tyldum,Aksel Hennie;Synnøve Macody Lund;Nikolaj Coster-Waldau;Julie R. Ølgaard;Kyrre Haugen Sydness
90603,Sam Liu,Ben McKenzie;Bryan Cranston;Eliza Dushku;Jon Polito;Alex Rocco
90630,Jennifer Siebel Newsom,Cory Booker;Margaret Cho;Katie Couric;Candy Crowley;Geena Davis
90647,Chris Miller,Antonio Banderas;Salma Hayek Pinault;Zach Galifianakis;Billy Bob Thornton;Amy Sedaris
90717,Brett Ratner,Ben Stiller;Eddie Murphy;Casey Affleck;Alan Alda;Matthew Broderick
90719,Clint Eastwood,Leonardo DiCaprio;Naomi Watts;Armie Hammer;Josh Lucas;Josh Hamilton
90738,Lee Tamahori,Dominic Cooper;Ludivine Sagnier;Raad Rawi;Philip Quast;Mem Ferda
90746,Steven Spielberg,Jamie Bell;Andy Serkis;Daniel Craig;Nick Frost;Simon Pegg
90769,Chris Atkins,Rupert Degas;Ellis Cashmore;Max Clifford;Richard Curtis;Josef d'Bache-Kane
90809,Céline Sciamma,Zoé Héran;Malonn Lévana;Jeanne Disson;Sophie Cattani;Mathieu Demy
90866,Martin Scorsese,Asa Butterfield;Ben Kingsley;Chloë Grace Moretz;Sacha Baron Cohen;Ray Winstone
90888,Tarsem Singh,Henry Cavill;Mickey Rourke;Stephen Dorff;Freida Pinto;Luke Evans
90890,Dennis Dugan,Adam Sandler;Al Pacino;Katie Holmes;Elodie Tougne;Rohan Chand
90943,Werner Herzog,Werner Herzog;Jason Burkett;Richard Lopez;Damon Hall;Lisa Stolter-Balloun
90945,Peter Hammond,Jeremy Brett;Edward Hardwicke;Jenny Seagrove;Ronald Lacey;John Thaw
91077,Alexander Payne,George Clooney;Shailene Woodley;Amara Miller;Nick Krause;Patricia Hastie
91079,Drake Doremus,Anton Yelchin;Felicity Jones;Jennifer Lawrence;Charlie Bewley;Alex Kingston
91094,James Bobin,Jason Segel;Amy Adams;Chris Cooper;Rashida Jones;Steve Whitmire
91104,Bill Condon,Kristen Stewart;Robert Pattinson;Taylor Lautner;Billy Burke;Peter Facinelli
91126,Steven Spielberg,Jeremy Irvine;Peter Mullan;Emily Watson;Niels Arestrup;David Thewlis
91128,Bruce Robinson,Johnny Depp;Amber Heard;Aaron Eckhart;Michael Rispoli;Giovanni Ribisi
91233,Gary Rydstrom,
91261,Valery Todorovsky,Anton Shagin;Oksana Akinshina;Maksim Matveev;Igor Voynarovskiy;Ekaterina Vilkova
91266,Damon Santostefano,Selena Gomez;Drew Seeley;Jane Lynch;Katharine Isabelle;Emily Perkins
91273,Guy Moshe,Josh Hartnett;Demi Moore;Woody Harrelson;Ron Perlman;Gackt
91323,David Gordon Green,Jonah Hill;Landry Bender;Max Records;Kevin Hernandez;Ari Graynor
91325,Stephen Daldry,Tom Hanks;Sandra Bullock;Thomas Horn;Viola Davis;John Goodman
91337,Marc Fienberg,Paul Campbell;Andy Griffith;Doris Roberts;Liz Sheridan;Marla Sokoloff
91355,Stefan Fjeldmark,Roger Carel;Lorànt Deutsch;Sara Forestier;Jacques Frantz;Stéphane Fourreau
91386,George Miller,Elijah Wood;Robin Williams;Pink;E. G. Daily;Johnny A. Sanchez
91414,Sarah Smith,James McAvoy;Hugh Laurie;Bill Nighy;Jim Broadbent;Imelda Staunton
91470,Geoffrey Fletcher,Saoirse Ronan;Alexis Bledel;James Gandolfini;Marianne Jean-Baptiste;Danny Trejo
91483,Walter Hill,Sylvester Stallone;Sung Kang;Sarah Shahi;Adewale Akinnuoye-Agbaje;Jason Momoa
91485,Simon West,Sylvester Stallone;Jason Statham;Jet Li;Dolph Lundgren;Chuck Norris
91488,Dianne Jackson,Raymond Briggs;David Bowie;Bernard Cribbins;Mel Smith
91500,Gary Ross,Jennifer Lawrence;Josh Hutcherson;Liam Hemsworth;Woody Harrelson;Elizabeth Banks
91529,Christopher Nolan,Christian Bale;Gary Oldman;Tom Hardy;Joseph Gordon-Levitt;Anne Hathaway
91535,Tony Gilroy,Jeremy Renner;Rachel Weisz;Edward Norton;Stacy Keach;Dennis Boutsikaris
91542,Guy Ritchie,Robert Downey Jr.;Jude Law;Noomi Rapace;Jared Harris;Rachel McAdams
91571,Ralph Fiennes,Ralph Fiennes;Gerard Butler;Lubna Azabal;Ashraf Barhom;Jessica Chastain
91622,Jason Reitman,Charlize Theron;Patton Oswalt;Patrick Wilson;Elizabeth Reaser;Collette Wolfe
91628,Garry Marshall,Hilary Swank;Robert De Niro;Michelle Pfeiffer;Josh Duhamel;Sarah Jessica Parker
91630,Brad Bird,Tom Cruise;Paula Patton;Simon Pegg;Jeremy Renner;Michael Nyqvist
91653,Cameron Crowe,Matt Damon;Scarlett Johansson;Thomas Haden Church;Colin Ford;Maggie Elizabeth Jones
91658,Niels Arden Oplev,Michael Nyqvist;Noomi Rapace;Lena Endre;Sven-Bertil Taube;Peter Haber
91660,Chris Gorak,Emile Hirsch;Rachael Taylor;Olivia Thirlby;Joel Kinnaman;Max Minghella
91666,Henry Cass,Alec Guinness;Beatrice Campbell;Kay Walsh;Grégoire Aslan;Jean Colin
91671,Mike Mitchell,Jason Lee;David Cross;Jenny Slate;Justin Long;Matthew Gray Gubler
91688,George Ratliff,Jennifer Connelly;Marisa Tomei;Pierce Brosnan;Ed Harris;Greg Kinnear
91690,Jennifer Westfeldt,Adam Scott;Jennifer Westfeldt;Jon Hamm;Maya Rudolph;Chris O'Dowd
91784,Sebastian Gutierrez,Carla Gugino;Emmanuelle Chriqui;Rosario Dawson;Josh Hartnett;Danny DeVito
91842,Baltasar Kormákur,Mark Wahlberg;Kate Beckinsale;Ben Foster;Giovanni Ribisi;Lukas Haas
91860,Johan van der Keuken,
91869,Constance Marks,Whoopi Goldberg;Frank Oz;Kevin Clash;Bill Barretta;Fran Brill
91873,Todd Graff,Queen Latifah;Dolly Parton;Keke Palmer;Jeremy Jordan;Courtney B. Vance
91890,Phyllida Lloyd,Meryl Streep;Anthony Stewart Head;Harry Lloyd;Jim Broadbent;Susan Brown
91935,Niall MacCormick,Jessica Brown Findlay;Harry Treadaway;Josef Altin;Felicity Jones;Julia Ormond
91947,D. Kerry Prior,Chris Wylde;David Anders;Louise Griffiths;Jacy King;Eric Payne
91974,Måns Mårlind,Kate Beckinsale;Stephen Rea;Michael Ealy;Theo James;India Eisley
91976,Simon Janes,Paul Shane;Murray Melvin;Max Rudd
91978,Asger Leth,Sam Worthington;Elizabeth Banks;Jamie Bell;Anthony Mackie;Edward Burns
91981,Chen Kaige,Ge You;Wang Xueqi;Huang Xiaoming;Fan Bingbing;Vincent Zhao Wenzhuo
92008,Steven Soderbergh,Gina Carano;Michael Angarano;Channing Tatum;Michael Douglas;Antonio Banderas
92046,Michael Glawogger,Michael Ostrowski;Raimund Wallisch;Detlev Buck;Georg Friedrich;Alexis Santiago Hernandez
92048,Larysa Kondracki,Rachel Weisz;Vanessa Redgrave;Monica Bellucci;David Strathairn;Nikolaj Lie Kaas
92094,Philip Martin,Andy Serkis;David Tennant;Richard McCabe;Patrick Kennedy;Rebecca Hall
92192,Gonzalo López-Gallego,Ryan Robbins;Warren Christie;Lloyd Owen;Andrew Airlie;Michael Kopsa
92198,Roger Donaldson,Nicolas Cage;January Jones;Guy Pearce;Harold Perrineau;Jennifer Carpenter
92234,Anthony Hemingway,Bryan Cranston;David Oyelowo;Cuba Gooding Jr.;Daniela Ruah;Terrence Howard
92259,Olivier Nakache,François Cluzet;Omar Sy;Dominique Henry;Anne Le Ny;Clotilde Mollet
92264,Julie Anne Robinson,Katherine Heigl;Jason O'Mara;Daniel Sunjata;John Leguizamo;Sherri Shepherd
92309,Ti West,Sara Paxton;Pat Healy;Kelly McGillis;George Riddle;Lena Dunham
92348,Kimio Yabuki,Susumu Ishikawa;Toshiko Fujita;Rumi Sakakibara;Asao Koike;Kin'ya Aikawa
92391,Stuart Ortiz,Sean Rogerson;Ashleigh Gryzko;Merwin Mondesir;Mackenzie Gray;Juan Riedinger
92420,Josh Trank,Dane DeHaan;Alex Russell;Michael B. Jordan;Michael Kelly;Ashley Grace
92422,James Watkins,Daniel Radcliffe;Ciarán Hinds;Janet McTeer;Liz White;Tim McMullan
92427,Detlev Buck,Matthias Schweighöfer;Alexandra Maria Lara;Detlev Buck;Maximilian Brückner;Denis Moschitto
92439,Gavin Wiesen,Freddie Highmore;Emma Roberts;Michael Angarano;Elizabeth Reaser;Alicia Silverstone
92494,Michael Matheson,Dylan Moran
92507,Daniel Espinosa,Denzel Washington;Ryan Reynolds;Vera Farmiga;Brendan Gleeson;Sam Shepard
92509,Michael Sucsy,Rachel McAdams;Channing Tatum;Sam Neill;Scott Speedman;Jessica Lange
92535,Louis C.K.,Louis C.K.
92637,Hiroshi Teshigahara,Hisashi Igawa;Sumie Sasaki;Sen Yano;Hideo Kanze;Kunie Tanaka
92643,Philippe Falardeau,Mohamed Fellag;Émilien Néron;Danielle Proulx;Sophie Nélisse;Marie-Ève Beauregard
92665,Jamie Travis,Ari Graynor;Lauren Miller Rogen;Justin Long;Mark Webber;Mimi Rogers
92674,David M. Rosenthal,Abigail Breslin;Alessandro Nivola;Elisabeth Shue;Brittany Snow;Peter Stormare
92681,Brad Peyton,Dwayne Johnson;Josh Hutcherson;Vanessa Hudgens;Luis Guzmán;Michael Caine
92694,David Mackenzie,Ewan McGregor;Eva Green;Ewen Bremner;Stephen Dillane;Denis Lawson
92730,Olli Saarela,Allu Tuppurainen;Maria Järvenhelmi;Peter Franzén;Kari Hietalahti;Jussi Lampi
92760,Joseph V. Mascelli,Marjorie Eaton;Frank Gerstle;Frank Fowler;Erika Peters;Judy Bamber
92938,Brian Taylor,Nicolas Cage;Fergus Riordan;Violante Placido;Ciarán Hinds;Johnny Whitworth
92954,Russell Mulcahy,Ryan Kelley;Sigourney Weaver;Henry Czerny;Dan Butler;Austin Nichols
93022,Tim Cox,Leslie Bibb;Kathy Baker;Missi Pyle;Vivica A. Fox;Paula Marshall
93114,Ugo Gregoretti,Rosanna Schiaffino;Bruce Balaban;Maria Pia Schiaffino;Jean-Marc Bory;Alexandra Stewart
93134,Philippe Le Guay,Fabrice Luchini;Sandrine Kiberlain;Natalia Verbeke;Carmen Maura;Lola Dueñas
93139,Christopher Ray,Jaleel White;Sarah Lieving;Gary Stretch;Robert Picardo;Gerald Webb
93193,Patrick Hughes,Ryan Kwanten;Steve Bisley;Tom E. Lewis;Claire van der Boom;Christopher Davis
93208,George Scribner,Wayne Allwine;Arthur Burghardt;Bill Farmer;Tony Anselmo;Elvia Allman
93242,Heitor Dhalia,Amanda Seyfried;Daniel Sunjata;Wes Bentley;Michael Paré;Jennifer Carpenter
93270,Nima Nourizadeh,Thomas Mann;Oliver Cooper;Jonathan Daniel Brown;Dax Flame;Kirby Bliss Blanton
93272,Chris Renaud,Danny DeVito;Ed Helms;Zac Efron;Rob Riggle;Taylor Swift
93287,David Frankel,Steve Martin;Jack Black;Owen Wilson;Brian Dennehy;Anjelica Huston
93297,Mike McCoy,Roselyn Sánchez;Emilio Rivera;Gonzalo Menendez;Marissa Labog;Nestor Serrano
93320,Mike Clattenburg,John Paul Tremblay;Robb Wells;Lucy Decoutere;Jeanna Harrison;John Dunsworth
93326,McG,Reese Witherspoon;Chris Pine;Tom Hardy;Til Schweiger;Chelsea Handler
93363,Andrew Stanton,Taylor Kitsch;Lynn Collins;Samantha Morton;Mark Strong;Ciarán Hinds
93443,Michael Dowse,Seann William Scott;Marc-André Grondin;Alison Pill;Jay Baruchel;Liev Schreiber
93502,Matthew Chapman,Charlie Hunnam;Liv Tyler;Terrence Howard;Patrick Wilson;Jaqueline Fleming
93510,Phil Lord,Jonah Hill;Channing Tatum;Brie Larson;Dave Franco;Rob Riggle
93512,Mark Duplass,Jason Segel;Ed Helms;Susan Sarandon;Judy Greer;Rae Dawn Chong
93563,Stephen St. Leger,Guy Pearce;Maggie Grace;Vincent Regan;Joseph Gilgun;Lennie James
93598,Justin Kurzel,Lucas Pittaway;Daniel Henshall;Louise Harris;Frank Cwertniak;Matthew Howard
93610,Yoshinobu Nishizaki,Koichi Yamadera;Kentaro Ito;Daisuke Namikawa;Chafurin;Kenji Nojima
93721,David Gelb,Jiro Ono;Masuhiro Yamamoto;Yoshikazu Ono;Daisuke Nakazama;Hachiro Mizutani
93723,Whit Stillman,Greta Gerwig;Lio Tipton;Megalyn Echikunwoke;Carrie MacLemore;Ryan Metcalf
93740,Lasse Hallström,Ewan McGregor;Emily Blunt;Kristin Scott Thomas;Rachael Stirling;Amr Waked
93766,Jonathan Liebesman,Sam Worthington;Liam Neeson;Ralph Fiennes;Rosamund Pike;Bill Nighy
93790,Tony Kaye,Adrien Brody;Marcia Gay Harden;James Caan;Christina Hendricks;Lucy Liu
93805,Timo Vuorensola,Julia Dietze;Christopher Kirby;Götz Otto;Udo Kier;Peta Sergeant
93819,Mike Flanagan,Katie Parker;Courtney Bell;Morgan Peter Brown;Dave Levine;Justin Gordon
93831,Jon Hurwitz,Jason Biggs;Alyson Hannigan;Seann William Scott;Chris Klein;Thomas Ian Nicholas
93838,Gareth Evans,Iko Uwais;Joe Taslim;Donny Alamsyah;Yayan Ruhian;Pierre Gruno
93840,Drew Goddard,Kristen Connolly;Fran Kranz;Chris Hemsworth;Jesse Williams;Anna Hutchison
93855,Bobcat Goldthwait,Joel Murray;Tara Lynne Barr;Melinda Page Hamilton;Mackenzie Brooke Smith;Rich McDonald
93980,Bobby Farrelly,Sean Hayes;Will Sasso;Chris Diamantopoulos;Jane Lynch;Sofía Vergara
93982,Ute von Münchow-Pohl,Anna Thalbach;Katharina Thalbach;Jan Delay;Constantin von Jascheroff;Santiago Ziesmer
94011,Susanna White,Emma Thompson;Asa Butterfield;Ralph Fiennes;Maggie Gyllenhaal;Maggie Smith
94015,Tarsem Singh,Lily Collins;Julia Roberts;Armie Hammer;Nathan Lane;Martin Klebba
94018,Peter Berg,Taylor Kitsch;Alexander Skarsgård;Rihanna;Brooklyn Decker;Tadanobu Asano
94070,John Madden,Bill Nighy;Maggie Smith;Tom Wilkinson;Judi Dench;Dev Patel
94122,Morgan Spurlock,Frank Miller;Seth Rogen;Eli Roth;Kenneth Branagh;Paul Scheer
94130,Lee Hirsch,
94150,Tanya Wexler,Maggie Gyllenhaal;Hugh Dancy;Jonathan Pryce;Felicity Jones;Rupert Everett
94160,Mike Disa,Graham McTavish;Vanessa Branch;Peter Jessop;Steve Blum;Mark Hamill
94262,Spencer Gordon Bennet,Arthur Franz;Dick Foran;Brett Halsey;Tom Conway;Paul Dubov
94266,Nicholas Stoller,Jason Segel;Emily Blunt;Rhys Ifans;Chris Pratt;Alison Brie
94323,Tim Story,Michael Ealy;Jerry Ferrara;Meagan Good;Regina Hall;Kevin Hart
94325,Scott Hicks,Zac Efron;Taylor Schilling;Blythe Danner;Jay R. Ferguson;Riley Thomas Stewart
94405,Boaz Yakin,Jason Statham;Chris Sarandon;James Hong;Catherine Chan;Robert John Burke
94478,Tim Burton,Johnny Depp;Michelle Pfeiffer;Helena Bonham Carter;Eva Green;Jackie Earle Haley
94503,Sheree Folkson,Kelly Macdonald;Alice Eve;David Tennant;Michael Urie;Federico Castelluccio
94661,Shimit Amin,Ranbir Kapoor;Prem Chopra;Mukesh Bhhatt;D. Santosh;Naveen Kaushik
94677,Larry Charles,Sacha Baron Cohen;Ben Kingsley;Anna Faris;Jason Mantzoukas;Sayed Badreya
94735,Tim Haines,Kenneth Branagh
94780,Rupert Sanders,Kristen Stewart;Chris Hemsworth;Charlize Theron;Sam Claflin;Ian McShane
94799,Zal Batmanglij,Brit Marling;Christopher Denham;Nicole Vicius;Davenia McFadden;Kandice Stroh
94810,Kike Maíllo,Daniel Brühl;Marta Etura;Alberto Ammann;Claudia Vega;Anne Canovas
94833,Peter Lord,Hugh Grant;Martin Freeman;Imelda Staunton;David Tennant;Jeremy Piven
94864,Ridley Scott,Noomi Rapace;Michael Fassbender;Charlize Theron;Idris Elba;Guy Pearce
94867,Nicholas McCarthy,Caity Lotz;Casper Van Dien;Agnes Bruckner;Haley Hudson;Dakota Bright
94896,Richard Linklater,Jack Black;Shirley MacLaine;Matthew McConaughey;Brady Coleman;Richard Robichaux
94919,Baltasar Kormákur,Dermot Mulroney;Diane Kruger;Sam Shepard;Rosanna Arquette;Mia Stallard
94931,Sarah Polley,Michelle Williams;Seth Rogen;Luke Kirby;Sarah Silverman;Jennifer Podemski
94953,David Wain,Jennifer Aniston;Paul Rudd;Justin Theroux;Malin Åkerman;Kathryn Hahn
94959,Wes Anderson,Jared Gilman;Kara Hayward;Bruce Willis;Edward Norton;Bill Murray
94985,Adrian Grünberg,Mel Gibson;Kevin Hernandez;Daniel Giménez Cacho;Peter Stormare;Jesús Ochoa
95067,Brian Robbins,Eddie Murphy;Kerry Washington;Cliff Curtis;Clark Duke;Allison Janney
